content_id,lineage_uid,lineage_confidence,course_family_id,course_uid,course_version,is_current,program,education_level,course_code,course_name_sv,content_order,text_exact,content_area_candidate,explicit_terms,source_file,confidence,notes
MVA309_v01_CONTENT_012,MVA309_CONTENT_012,baseline,MVA309,MVA309_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,MVA309,Farmakologi och sjukdomslära - förskrivningsrätt,12,läkemedelsbehandling utifrån ett personcentrerat förhållningssätt,personcentrerad vård,personcentrerat,Kurs2_Distrikt_MVA309.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA040_v01_CONTENT_001,OMA040_CONTENT_001,baseline,OMA040,OMA040_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA040,Omvårdnad - Vetenskaplig metod och teori avancerad nivå,1,kvalitativa- och kvantitativa forskningsdesigner,missing,missing,Kurs3_Distrikt_OMA040.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA040_v01_CONTENT_002,OMA040_CONTENT_002,baseline,OMA040,OMA040_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA040,Omvårdnad - Vetenskaplig metod och teori avancerad nivå,2,kvalitativa- och kvantitativa datainsamlings- och dataanalysmetoder,missing,missing,Kurs3_Distrikt_OMA040.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA040_v01_CONTENT_003,OMA040_CONTENT_003,baseline,OMA040,OMA040_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA040,Omvårdnad - Vetenskaplig metod och teori avancerad nivå,3,forsknings- och forskaretik,forskaretik,forskaretik,Kurs3_Distrikt_OMA040.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA040_v01_CONTENT_004,OMA040_CONTENT_004,baseline,OMA040,OMA040_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA040,Omvårdnad - Vetenskaplig metod och teori avancerad nivå,4,systematisk sökning av vetenskaplig litteratur,missing,missing,Kurs3_Distrikt_OMA040.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA040_v01_CONTENT_005,OMA040_CONTENT_005,baseline,OMA040,OMA040_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA040,Omvårdnad - Vetenskaplig metod och teori avancerad nivå,5,analys och värdering av vetenskaplig litteratur och forskningsresultat.,missing,missing,Kurs3_Distrikt_OMA040.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_CONTENT_001,OMA043_CONTENT_001,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",1,"+ relevanta lagar, författningar, föreskrifter samt FN:s konvention för",juridik/författningar,författningar; lagar,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_CONTENT_002,OMA043_CONTENT_002,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",2,barns rättigneter,missing,missing,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_CONTENT_003,OMA043_CONTENT_003,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",3,"+ barnperspektivet, barnets perspektiv och barnets bästa",missing,missing,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_CONTENT_004,OMA043_CONTENT_004,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",4,+ klinisk barnpsykologi relaterat till olika hälsotillstånd,missing,missing,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_CONTENT_005,OMA043_CONTENT_005,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",5,"+ barn och ungdomars fysiska, psykiska och sociala hälsa",barn/pediatrik,barn,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_CONTENT_006,OMA043_CONTENT_006,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",6,bese dodung soocsievylaousiaras OMADE SNvald Fam 2022 09.02,missing,missing,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_CONTENT_007,OMA043_CONTENT_007,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",7,-- OCR page 3 ---,missing,missing,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_CONTENT_008,OMA043_CONTENT_008,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",8,"+ religion och etnicitet, HBTQI samt olika familjekonstellationer",missing,missing,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_CONTENT_009,OMA043_CONTENT_009,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",9,+ professionellt förhållningssätt,missing,missing,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_CONTENT_010,OMA043_CONTENT_010,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",10,+ metoder för folkhälsoarbete bland barn och ungdomar,barn/pediatrik; barn/ungdomar,barn; ungdomar,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_CONTENT_011,OMA043_CONTENT_011,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",11,+ barn S-HLR,barn/pediatrik; akut omhändertagande,barn; HLR,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_CONTENT_012,OMA043_CONTENT_012,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",12,+ vaccinationer,missing,missing,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_CONTENT_013,OMA043_CONTENT_013,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",13,+ preventivt olycksfallsarbete,missing,missing,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_CONTENT_014,OMA043_CONTENT_014,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",14,"+ scrseningar (syn, hörsel, skolios, postpartumdepression m.m.)",missing,missing,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_CONTENT_015,OMA043_CONTENT_015,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",15,+ verksamhetsförlagd,missing,missing,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_CONTENT_016,OMA043_CONTENT_016,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",16,medicinska insats,missing,missing,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA043_v01_CONTENT_017,OMA043_CONTENT_017,baseline,OMA043,OMA043_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA043,"Distriktssköterskans hälsofrämjande, preventiva och vårdande arbete med barn och ungdomar",17,Idning inom BHV respektive elevhälsans,missing,missing,Kurs4_Distrikt_OMA043.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_CONTENT_001,OMA042_CONTENT_001,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,1,+ modeller och metoder för hälsofrämjande och förebyggande,missing,missing,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_CONTENT_002,OMA042_CONTENT_002,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,2,folkhälsoarbete,missing,missing,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_CONTENT_003,OMA042_CONTENT_003,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,3,+ nationella och internationella strategier i hälsoarbete,missing,missing,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_CONTENT_004,OMA042_CONTENT_004,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,4,"+ hälso- och sjukvårdsrådgivning, telefonrådgivning och vård på distans",vård på distans/rådgivning,telefonrådgivning; vård på distans,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_CONTENT_005,OMA042_CONTENT_005,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,5,+ hälsofrämjande omvårdnad vid folksjukdomar och olika komplexa och,missing,missing,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_CONTENT_006,OMA042_CONTENT_006,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,6,långvariga sjukdomstillstånd,missing,missing,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_CONTENT_007,OMA042_CONTENT_007,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,7,"+ jämställdhet i relation till hälsa, omvårdnad och folkhälsoarbete",genus/jämställdhet,jämställdhet,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_CONTENT_008,OMA042_CONTENT_008,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,8,"> etiskt förhållningssätt i mötet med patienter, närstående och",missing,missing,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_CONTENT_009,OMA042_CONTENT_009,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,9,+ evidensbaserad omvårdnad,evidensbaserad vård,evidensbaserad,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_CONTENT_010,OMA042_CONTENT_010,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,10,> relevanta författningar,juridik/författningar,författningar,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_CONTENT_011,OMA042_CONTENT_011,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,11,"+ ledarskap, kommunikation och konfliktlösning",kommunikation; ledning/organisation,kommunikation; ledarskap,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_CONTENT_012,OMA042_CONTENT_012,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,12,> modeller och arbetssätt vid förbätsringsarbete och,missing,missing,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_CONTENT_013,OMA042_CONTENT_013,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,13,kvalietsutveckling,missing,missing,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_CONTENT_014,OMA042_CONTENT_014,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,14,+ implementering av evidensbaserad vård,evidensbaserad vård,evidensbaserad,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_CONTENT_015,OMA042_CONTENT_015,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,15,+ mäns våld mot kvinnor och våld i nära relation samt våldets,våld i nära relationer,våld i nära relation; mäns våld mot kvinnor,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_CONTENT_016,OMA042_CONTENT_016,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,16,konsekvenser,missing,missing,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_CONTENT_017,OMA042_CONTENT_017,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,17,bese ledung soocsievylaousiearasOMADEZNvald Fam -202E 09.02,missing,missing,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_CONTENT_018,OMA042_CONTENT_018,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,18,-- OCR page 3 ---,missing,missing,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA042_v01_CONTENT_019,OMA042_CONTENT_019,baseline,OMA042,OMA042_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA042,Omvårdnad och folkhälsoarbete samt ledning och utveckling inom distriktssköterskans ansvarsområde,19,+ vårdpedagogik,missing,missing,Kurs5_Distrikt_OMA042.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA709_v01_CONTENT_001,OMA709_CONTENT_001,baseline,OMA709,OMA709_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA709,Examensarbete inom distriktssköterskans kunskapsområde,1,+ titteratursökning,missing,missing,Kurs6_Distrikt_OMA709.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA709_v01_CONTENT_002,OMA709_CONTENT_002,baseline,OMA709,OMA709_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA709,Examensarbete inom distriktssköterskans kunskapsområde,2,+ vetenskapsmetodik,missing,missing,Kurs6_Distrikt_OMA709.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA709_v01_CONTENT_003,OMA709_CONTENT_003,baseline,OMA709,OMA709_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA709,Examensarbete inom distriktssköterskans kunskapsområde,3,nskapsteori,missing,missing,Kurs6_Distrikt_OMA709.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA709_v01_CONTENT_004,OMA709_CONTENT_004,baseline,OMA709,OMA709_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA709,Examensarbete inom distriktssköterskans kunskapsområde,4,+ forskningsprocess,missing,missing,Kurs6_Distrikt_OMA709.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA709_v01_CONTENT_005,OMA709_CONTENT_005,baseline,OMA709,OMA709_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning distriktssköterska,Avancerad nivå,OMA709,Examensarbete inom distriktssköterskans kunskapsområde,5,+ opponering på och försvar av vetenskapligt arbete,examensarbete/opposition,opponering,Kurs6_Distrikt_OMA709.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA131_v01_CONTENT_001,OMA131_CONTENT_001,baseline,OMA131,OMA131_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA131,Gerontologisk omvårdnad,1,med användning av välfärdsteknik inom vård och omsorg för äldre,digitalisering/e-hälsa,välfärdsteknik,Kurs1_äldre_OMA131.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA131_v01_CONTENT_002,OMA131_CONTENT_002,baseline,OMA131,OMA131_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA131,Gerontologisk omvårdnad,2,"personer, utifrån ett individ, anhörig- och vårdpersonalperspektiv",missing,missing,Kurs1_äldre_OMA131.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA131_v01_CONTENT_003,OMA131_CONTENT_003,baseline,OMA131,OMA131_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA131,Gerontologisk omvårdnad,3,+ teorier om åldrandet,missing,missing,Kurs1_äldre_OMA131.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA131_v01_CONTENT_004,OMA131_CONTENT_004,baseline,OMA131,OMA131_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA131,Gerontologisk omvårdnad,4,+ begrepp inom gerontologi,missing,missing,Kurs1_äldre_OMA131.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA131_v01_CONTENT_005,OMA131_CONTENT_005,baseline,OMA131,OMA131_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA131,Gerontologisk omvårdnad,5,samhällsnivå,missing,missing,Kurs1_äldre_OMA131.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA131_v01_CONTENT_006,OMA131_CONTENT_006,baseline,OMA131,OMA131_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA131,Gerontologisk omvårdnad,6,"ifrån individ-, organisation- och",missing,missing,Kurs1_äldre_OMA131.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA131_v01_CONTENT_007,OMA131_CONTENT_007,baseline,OMA131,OMA131_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA131,Gerontologisk omvårdnad,7,+ att åldras i ett livsloppsperspektiv,missing,missing,Kurs1_äldre_OMA131.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA131_v01_CONTENT_008,OMA131_CONTENT_008,baseline,OMA131,OMA131_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA131,Gerontologisk omvårdnad,8,+ prevention och hälsopromotion,missing,missing,Kurs1_äldre_OMA131.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA131_v01_CONTENT_009,OMA131_CONTENT_009,baseline,OMA131,OMA131_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA131,Gerontologisk omvårdnad,9,+ klinisk bedömning av äldre personers hälsotillstånd i olika,missing,missing,Kurs1_äldre_OMA131.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA131_v01_CONTENT_010,OMA131_CONTENT_010,baseline,OMA131,OMA131_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA131,Gerontologisk omvårdnad,10,Uvssituationer,missing,missing,Kurs1_äldre_OMA131.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA131_v01_CONTENT_011,OMA131_CONTENT_011,baseline,OMA131,OMA131_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA131,Gerontologisk omvårdnad,11,dialog med den äldre och närstående om den äldres hälsotillstånd,missing,missing,Kurs1_äldre_OMA131.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA131_v01_CONTENT_012,OMA131_CONTENT_012,baseline,OMA131,OMA131_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA131,Gerontologisk omvårdnad,12,välfärdsteknik,digitalisering/e-hälsa,välfärdsteknik,Kurs1_äldre_OMA131.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA132_v01_CONTENT_001,OMA132_CONTENT_001,baseline,OMA132,OMA132_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA132,Omvårdnad - Vetenskaplig metod och teori avancerad nivå,1,forsknings- och forskaretik,forskaretik,forskaretik,Kurs2_äldre_OMA132.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA132_v01_CONTENT_002,OMA132_CONTENT_002,baseline,OMA132,OMA132_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA132,Omvårdnad - Vetenskaplig metod och teori avancerad nivå,2,analys och värdering av vetenskaplig litteratur,missing,missing,Kurs2_äldre_OMA132.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA132_v01_CONTENT_003,OMA132_CONTENT_003,baseline,OMA132,OMA132_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA132,Omvårdnad - Vetenskaplig metod och teori avancerad nivå,3,forskningsresuttat,missing,missing,Kurs2_äldre_OMA132.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA133_v01_CONTENT_001,OMA133_CONTENT_001,baseline,OMA133,OMA133_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA133,Äldres sjukdomar - vård och behandling,1,+ vanligt förekommande sjukdomar och hälsoproblem hos äldre,missing,missing,Kurs3_äldre_OMA133.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA133_v01_CONTENT_002,OMA133_CONTENT_002,baseline,OMA133,OMA133_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA133,Äldres sjukdomar - vård och behandling,2,+ Klinisk bedömning med stöd av bedömningsinstrument,missing,missing,Kurs3_äldre_OMA133.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA133_v01_CONTENT_003,OMA133_CONTENT_003,baseline,OMA133,OMA133_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA133,Äldres sjukdomar - vård och behandling,3,vårdoedagogik,missing,missing,Kurs3_äldre_OMA133.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA133_v01_CONTENT_004,OMA133_CONTENT_004,baseline,OMA133,OMA133_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA133,Äldres sjukdomar - vård och behandling,4,+ komplexa bedömningar inom en begränsad tidsram,missing,missing,Kurs3_äldre_OMA133.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA133_v01_CONTENT_005,OMA133_CONTENT_005,baseline,OMA133,OMA133_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA133,Äldres sjukdomar - vård och behandling,5,+ evidensbaserade omvårdnadsåtgärder,missing,missing,Kurs3_äldre_OMA133.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVA308_v01_CONTENT_001,MVA308_CONTENT_001,baseline,MVA308,MVA308_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,MVA308,Geriatrisk farmakologi och delegering,1,bese dodung aooceievylsousiearssMVAJOS val fo 2023-01-16,missing,missing,Kurs4_äldre_MVA308.pdf,medium,extraction_method=ocr_swe_70dpi_cached
